BHL Image,BHL Common Name,BHL Scientific Name,Plate Number,SAAM Image,Similarity,SAAM Title,SAAM Date,SAAM markings,Match Validation
42669567,Lyall Larch,Larix lyallii,381,SAAM-1970.355.718_1,0.88983047,Lyall Larch (Larix lyallii),1913,lower right in watercolor: Alpine Club/McArthur Lake/7.23.1913-,Match
42669569,Crowberry,Empetrum nigrum,382,SAAM-1970.355.719_1,0.936501,Crowberry (Empetrum nigrum),1917,lower left in watercolor: Vermilion Pass/10.1.1917.,Match
42669571,Siberian Onion,Allium sibiricum,383,SAAM-1970.355.720_1,0.9200952,Siberian Onion (Allium sibericum),1903,lower right in watercolor: Lake Louise/1903.,Match
42669573,Slim Larkspur,Delphinium depauperatum,384,SAAM-1970.355.721_1,0.88501394,Slim Larkspur (Delphinium depauperatum),1924,lower left in watercolor: M. V. W./Wild Flower Camp/12.  8.14.1924,Match
42669575,Arrowleaf Groundsel,Senecia triangularis,385,SAAM-1970.355.722_1,0.8652079,Arrowleaf Groundsel (Senecia triangularis),1916,lower right in watercolor: Evelyn Glacier/9.8.1916.,Match
42669577,Wright Penstemon,Penstemon wrightii,386,SAAM-1970.355.723_2,0.9226786,Parry's  Penstemon (Penstemon parryi),1927,lower left in watercolor: M. V. W./Tucson/1  3.15.1927-,Match
42669579,White Dawnrose,Pachylophus marginatus,387,SAAM-1970.355.724_1,0.8957733,White Dawnrose (Pachyloplus marginatus),n.d.,lower left in watercolor: 7,Match
42669581,Evening-primrose,Pachylophus bistii,388,SAAM-1970.355.725_1,0.9148919,Evening Primrose (Pachyoplus hirsutus),1927,lower left in watercolor: M V W 3.29 '27/9 Roosevelt Dam,Match
42669583,Clusterlily,Hookera paviflora,389,SAAM-1970.355.726_2,0.9027003,Wild Hyacinth (Brodiaea pulchella),1927,lower left in watercolor: M. V. W./2 Tucson,Match
42669585,California Pitcherplant,Chrysamphora californica,390,SAAM-1970.355.727_2,0.8860371,California Pitcherplant (Chrysamphora californica),1924,"lower left in watercolor: M. V. W./4.23.1924./11
upper left in pencil: 390",Match
42669587,Scarlet Mariposa,Calochortus kennedyi,391,SAAM-1970.355.728_1,0.8800262,Scarlet Mariposa (Calochortus kennedyi),1926,lower left in watercolor: M. V. W./5.21.1926.,Match
42669589,Bushpoppy,Dendromecon rigida,392,SAAM-1970.355.729_2,0.9021526,Bushpoppy (Dendromecon rigidum),1927,lower left in watercolor: M. V. W./Tucson/4  3.24.1927,Match
42669591,Mexican Poppy,Eschscholzia mexicali,393,SAAM-1970.355.730_1,0.9301983,Mexican Poppy (Eschscholtzia mexicana),1927,lower left in watercolor: M. V. W. Tucson/3  2/21 '27,Match
42669593,Fire Penstemon,Penstemon eatonii,394,SAAM-1970.355.731_1,0.90344703,Fire Pentstemon (Pentstemon eatonii),1927,lower left in watercolor: M. V. W./Tucson/5  3.25.1927,Match
42669595,Cardinal Monkeyflower,Mimulus cardinalis,395,SAAM-1970.355.732_1,0.92909336,Cardinal Monkey Flower (Mimulus cardinalis),1927,lower right in watercolor: M. V. W./4.7.1927./Grand Canyon  10,Match
42669597,Ocotillo,Fouquieria splendens,396,SAAM-1970.355.733_1,0.84457713,Ocotillo (Fouquieria splendens),1927,lower left in watercolor: M. V. W./4.2.1927./8,Match
42669599,Yucca,Yucca baileyi,397,SAAM-1970.355.734_1,0.9473846,Yucca (Yucca baileyi),1928,lower right in watercolor: M. V. W./6.18.1928,Match
42669601,Scarlet Globe-mallow,Sphaeralcea grossulariifolia,398,SAAM-1970.355.735_2,0.90635586,Scarlet Globe Mallow (Sphaeralcea grossulariaefolia),1927,lower left in watercolor: M. V. W./Tucson/6  4.1.'27,Match
42669603,Quill-leaf Tillandsia,Tillandsia fasciculata,399,SAAM-1970.355.736_1,0.94575363,Quill-Leaf Tillandsia (Tillandsia fasciculata),1929,lower left in watercolor: M. V. W../4.4.1929.,Match
42669605,Catesby Pitcherplant,Sarracenia catesbaei,400,SAAM-1970.355.737_1,0.9483656,Catesby Pitcherplant (Sarracenia catesaei),1929,lower left in watercolor: M. V. W./4.10.1929,Match
42669711,Bottle Gentian,Gentiana saponaria,161,SAAM-1970.355.499_2,0.96302295,Bottle Gentian (Gentiana saponaria),1924,lower left in watercolor: M. V. W./Washington/10.29.1924.,Match
42669713,Western Mountain-ash,Sorbus sambucifolia,162,SAAM-1970.355.500_2,0.92829263,Western Mountain Ash (Sorbus sambucifolia),1918,lower right in watercolor: Vermilion Pass/9.15.1918.,Match
42669715,Plume Anemone (flower),Pulsatilla occidentalis,163,SAAM-1970.355.501_2,0.9015045,Plume Anemone (Pulsatilla occidentalis),1917,lower left in watercolor: Lake OHara/7.18.1917.,Match
42669717,Plume Anemone (fruit),Pulsatilla occidentalis,164,SAAM-1970.355.502_2,0.8576852,Plume Anemone (Pulsatilla occidentalis),1923,lower left in watercolor: M. V. W./Lake of Hanging/19.8.3.1923 Glaciers,Match
42669719,Meadow Fleabane,Erigeron speciosus,165,SAAM-1970.355.503_2,0.9384332,Meadow Fleabane (Erigeron speciosus),1920,lower right in watercolor: M. V. W./Ghost river/7.16.1920/10,Match
42669721,Star Solomonplume,Vagnera stellata,166,SAAM-1970.355.504_2,0.92514575,Star Solomonplume (Vagnera stellata),1921,lower left in watercolor: M. V. W./Hillsdale/3  7.1.1921.,Match
42669723,Double Bladderpod (flower),Physaria didymocarpa,167,SAAM-1970.355.505_2,0.92675334,Double Bladderpod (Physaria didymocarpa),1920,"lower left in watercolor: M. V. W./7.4.1920./2
lower right in watercolor: Lake Minnewonka
back in pencil: 28",Match
42669725,Double Bladderpod (fruit),Physaria didymocarpa,168,SAAM-1970.355.506_2,0.88374627,Double Bladderpod (Physaria didymocarpa),1920,lower left in watercolor: M. V. W./Pipestone Pass/8.18.1920./22,Match
42669727,Grouse Whortleberry (flower),Vaccinium scoparium,169,SAAM-1970.355.507_2,0.8336692,Grouse Whortleberry (Vaccinum scoparium),1916,lower right in watercolor: Mt. Assinibaine (sic) /7.27.1916,Match
42669729,Grouse Whortleberry (fruit),Vaccinium scoparium,170,SAAM-1970.355.508_1,0.94999295,Grouse Whortleberry (Vaccinium scoparium),1918,lower right in watercolor: Vermilion Pass/9.15.1918,Match
42669731,Buff Pussytoes,Antennaria luzuloides,171,SAAM-1970.355.509_2,0.9286412,Buff Pussytoes (Antennaria luzuloides),1917,lower left in watercolor: Burgess Pass/7.26.1917,Match
42669733,Small Pyrola,Pyrola minor,172,SAAM-1970.355.510_2,0.88043493,Small Pyrola (Pyrola minor),1922,lower left in watercolor: M. V. W./Pipestone/8  7.29.1922.,Match
42669735,Western Bluebells,Mertensia paniculata,173,SAAM-1970.355.511_2,0.92737377,Western Bluebells (Mertensia paniculata),1920,lower left in watercolor: M. V. W./Ghost River/3  7.9.1920.,Match
42669737,Green Bearcabbage,Veratrum viride,174,SAAM-1970.355.512_2,0.94005775,Green Bear Cabbage (Veratrum viride),1918,lower right in watercolor: Bow Lake/7.24.1918.,Match
42669739,Sagebrush Mariposa,Calochortus macrocarpus,175,SAAM-1970.355.87_2,0.60558736,Sego Lily (Calochortus nuttallii),1933,lower left in watercolor: MVW/Grand Canyon/6.25.33,Not Match
42669741,White Dryad (flower),Dryas octopetala,176,SAAM-1970.355.514_1,0.8593053,White Dryad (Dryas octopetala),1925,lower left in watercolor: M. V. W./Skoki Camp./15  8.2.1925.,Match
42669743,White Dryad (fruit),Dryas octopetala,177,SAAM-1970.355.515_1,0.94032645,White Dryad (Dryas octopetala),1920,lower left in watercolor: M. V. W./Clearwater Camp/8.28.1920/26,Match
42669745,Moss Gentian,Gentiana prostrata,178,SAAM-1970.355.516_2,0.7517863,Moss Gentian (Gentiana prostrata),1916,lower left in watercolor: Mt Assiniboine/7.28.1916.,Not Match
42669747,Low Whortleberry,Vaccinium caespitosum,179,SAAM-1970.355.517_2,0.71027064,Low Whortleberry (Vaccinium caespitosum),1918,lower right in watercolor: Bow Lake/7.25.1918,Not Match
42669749,Small Cranberry,Oxycoccus palustris,180,SAAM-1970.355.518_2,0.8061113,Small Cranberry (Oxycoccus palustris),1911,lower left in watercolor: Lake Louise/7.22.1911,Not Match
42669751,Purple Mountain Violet,Viola adunca,181,SAAM-1970.355.519_2,0.8984469,Purple Mountain Violet (Viola adunca),1918,lower left in watercolor: Bow Lake/7.21.1918,Match
42669753,Purple Mountain Violet,Viola adunca,181,SAAM-1970.355.519_2,0.8855598,Purple Mountain Violet (Viola adunca),1918,lower left in watercolor: Bow Lake/7.21.1918,Match
42669755,Rosette Cinquefoil,Potentilla nivea,182,SAAM-1970.355.452_2,0.50795734,Avalanche Buttercup (Ranunculus suksdorfii),1919,lower left in watercolor: M. V. W./Burgess Pass/7.17.1919.,Not Match
42669757,Sidesaddle Goldenrod,Solidago elliota Greene,183,SAAM-1970.355.521_1,0.9300971,Sidesaddle Goldenrod,1917,lower left in watercolor: Burgess Pass/9.8.1917.,Match
42669759,Tufted Saxifrage,Saxifraga caespitosa Linnaeus,184,SAAM-1970.355.522_1,0.864329,Tufted Saxifrage (Saxifraga caespitosa),1921,"lower left in watercolor: M. V. W./Badger Camp/8.8.1921.
back lower left in pencil: 10",Match
42669761,Pygmy Androsace,Androsace subumbellata (A. Nelson) Small,185,SAAM-1970.355.523_2,0.86361325,Pygmy Androsace (Androsace subumbellata),1921,lower left in watercolor: M. V. W./Badger Camp/12.8.9.1921.,Match
42669763,Western Green Alder,Alnus sinuata (Regel) Rydb.,186,SAAM-1970.355.524_2,0.9185089,Western Green Alder (Alnus sinuata),1922,lower right in watercolor: M. V. W./Glacier/9.9.1922/18,Match
42669765,Giant Arborvitae,Thuja plicata Don,187,SAAM-1970.355.525_2,0.9417803,Giant Arborvitae (Thuja plicata),1923,"lower right in watercolor: M. V. W./Golden/9.5.1923.29
back lower right in pencil: 187",Match
42669767,Limber Pine,Pinus flexilis James,188,SAAM-1970.355.526_2,0.9484547,Limber Pine (Pinus flexilis),1920,lower right in watercolor: M. V. W./Lake Minnewanka/7.20.1920/12,Match
42669769,Northern Butterbur,Petasites hyperboreus Rydb.,189,SAAM-1970.355.527_2,0.90255094,Northern Butterbur (Petasites hyperboreus),1916,lower left in watercolor: Simpson Pass/8.3.1916.,Match
42669771,American Vetch,Vicia americana Muhlenberg,190,SAAM-1970.355.528_2,0.9186708,American Vetch (Vicia americana),1922,lower left in watercolor: M. V. W./Hillsdale/6  7.15.1922,Match
42669773,Saussurea,Saussurea detonsa (Hooker) Rydb.,191,SAAM-1970.355.529_2,0.9230521,Saussurea (Saussurea densa),1925,lower left in watercolor: M. V. W./Tilted Mtn. Camp./7.29.1925.,Match
42669775,Brook Lobelia,Lobelia kalmii Linnaeus,192,SAAM-1970.355.530_2,0.87444735,Brook Lobelia (Lobelia kalmii),1923,lower left in watercolor: M. V. W./Canal Flats/13.  7.14.1923.,Match
42669777,Mountain Cranberry (flower),Vaccinium vitisidaea minus Loddiges,193,SAAM-1970.355.531_2,0.7502062,Mountain Cranberry (Vaccinium vitisidaea minus),1907,lower right in watercolor: Lake Louise/7.22.1907,Not Match
42669779,Mountain Cranberry (fruit),Vaccinium vitisidaea minus Loddiges,194,SAAM-1970.355.532_2,0.9420882,Mountain Cranberry (Vaccinium vitisdaea minus),1916,lower left in watercolor: Red Earth Creek/9.12.1916.,Match
42669781,Woolly Agoseris,Agoseris villosa Rydb.,195,SAAM-1970.355.533_2,0.9265716,Woolly Agoseris (Agoseris villosa),1919,"lower left corner in watercolor: Glacier Lake/8.24.1919.
back lower left in pencil: 23",Match
42669783,American Twinflower,Linnaea borealis americana (Forbes) Rehder,196,SAAM-1970.355.534_2,0.92530113,American Twinflower (Linnaea borealis americana),1902,lower right in watercolor: Lake Louise/1902,Match
42669785,Sand Phacelia,Phacelia linariifolia (Pursh) Holzinger,197,SAAM-1970.355.535_2,0.85085344,Sand Phacelia (Phacelia linearis),1923,lower left in watercolor: M. V. W./Sinclair Canon/4.6.16.1923.,Match
42669787,Northern Butterwort,Pinguicula vulgaris Linnaeus,198,SAAM-1970.355.536_2,0.9365556,Northern Butterwort (Pinguicula vulgaris),1903,lower right in watercolor: Lake Louise/1903,Match
42669789,San Diego Mariposa,Calochortus weedii Wood,199,SAAM-1970.355.537_2,0.8735117,San Diego Mariposa (Calochortus weedii),1925,lower left in watercolor: M. V. W./San Diego 6.26.'25.,Match
42669791,Buff Monkeyflower,Diplacus longiflorus Nuttall,200,SAAM-1970.355.538_2,0.91927075,Buff Monkeyflower (Diplacus longiflorus),1926,lower left in watercolor: M. V. W./Los Angeles/4.21.26,Match
42669793,Lemon Columbine,Aquilegia flavenscens Watson,201,SAAM-1970.355.539_2,0.93296796,Lemon Columbine (Aquilegia flavescens),1925,lower right in watercolor: M. V. W./Plarmigan Camp./7.17.1925.,Match
42669795,Avalanche-lily,Erythronium montanum Watson,202,SAAM-1970.355.540_2,0.9019624,Avalanche Lily (Erythronium montanum),1925,"lower left in watercolor: M. V. W./Reynier Park. 6.27.1925.
back lower center: avalanche lily",Match
42669797,Queencup (flower),Clintonia uniflora (Menzies) Kunth,203,SAAM-1970.355.541_2,0.91665274,Queencup (Clintonia uniflora),1924,lower left in watercolor: M. V. W./Burgess Pass/2  7.12.1924,Match
42669799,Queencup (fruit),Clintonia uniflora (Menzies) Kunth,204,SAAM-1970.355.542_1,0.899809,Queencup (Clintonia uniflora),1922,lower left in watercolor: M. V. W./Glacier/16  9.7.1922,Match
42669801,Catalina Mariposa,Calochortus catalinae Watson,205,SAAM-1970.355.87_2,0.7340423,Sego Lily (Calochortus nuttallii),1933,lower left in watercolor: MVW/Grand Canyon/6.25.33,Not Match
42669803,Mexican Fremontia,Fremontodendron mexicanum Davidson,206,SAAM-1970.355.544_2,0.914109,Mexican Fremontia (Fremontodendron mexicanum),1926,lower right in watercolor: M. V. W./Los Angeles/4.30.1926.,Match
42669805,Partridgeberry,Mitchella repens Linnaeus,207,SAAM-1970.355.545_2,0.8446296,Partridgeberry (Mitchella repens),1925,"lower left in watercolor: M. V. W./Beaufort. S.C. 4.9.25
back center in pencil: 1 (in a circle)",Match
42669807,Marshmarigold,Caltha palustris Linnaeus,208,SAAM-1970.355.546_2,0.9375094,Marsh Marigold (Caltha palustris),1924,"lower right in watercolor: M. V. W./5.13.1924
lower left in watercolor: 6
back center in pencil: 1",Match
42669809,Foxglove Penstemon,Penstemon digitalis (Sweet) Nuttall,209,SAAM-1970.355.547_2,0.8648587,Foxglove Pentstemon (Pentstemon digitalis),1919,"lower left in watercolor: M. V. W./6.11.1919.
back upper left in pencil: 209",Match
42669811,Beautyberry,Callicarpa americana Linnaeus,210,SAAM-1970.355.548_2,0.9049166,Beauty Berry (Callicarpa americana),1923,"lower right in watercolor: M. V. W./1.8.1923
lower left in watercolor: 3",Match
42669813,Field Violet,Viola rafinesquii Greene,211,SAAM-1970.355.549_2,0.8318207,Field Violet (Viola rafinesquii),1919,"lower left in watercolor: M. V. W./Washington/4.25.1919
back center in pencil: 1 (in a circle)
back lower right in pencil: viola rafinesquii",Match
42669815,Spotted Cyttropedium,Cyttropedium punctatum (Linnaeus) Lindley,212,SAAM-1970.355.550_1,0.90766585,Spotted Cyrtopodium (Cyrtopodium punctatum),1920,"lower left in watercolor: M. V. W./5.14.1920. (underlined)
back lower center in pencil: Cyrtopodium punctatum)",Match
42669817,Red Pinesap,Hypopitys lanuginosa,213,SAAM-1970.355.551_1,0.90393186,Red Pinesap (Hypopitys lanuginosa),1920,"lower left in watercolor: M. V. W./10.18.1920.
back upper left in pencil: 214",Match
42669819,Squawroot,Conopholis americana,214,SAAM-1970.355.552_1,0.91605365,Bear Corn (Conopholis americana),1919,"lower left in watercolor: M. V. W./5.20.1919
back lower left in pencil: Conopholis americanum",Match
42669821,Ragged Fringe-orchid,Habenaria lacera,215,SAAM-1970.355.553_1,0.89454,Ragged Fringe-orchid (Habenaria lacera),1918,lower right in watercolor: Washington/6.25.1918.,Match
42669823,Ramshead Ladyslipper,Cypripedium arietinum,216,SAAM-1970.355.554_1,0.90962166,Ramshead Lady's Slipper (Cypripedium arietinum),1924,"lower left in watercolor: M. V. W/5.9.1924
lower right in watercolor: 4",Match
42669825,Showy Ladyslipper,Cypripedium reginae,217,SAAM-1970.355.555_2,0.969656,Showy Lady's Slipper (Cypripedium reginae),1924,lower right in watercolor: M. V. W./5.10.1924,Match
42669827,Rose Pogonia,Pogonia ophioglossoides,218,SAAM-1970.355.556_1,0.881021,Rose Pogonia (Pogonia ophioglossoides),1906,"lower left in watercolor: Tuckerton/6.26.1906
back upper left in pencil: 218",Match
42669829,Venus Flytrap,Dionaea muscipula,219,SAAM-1970.355.557_2,0.8792243,Venus Flytrap (Dionaea muscipula),1918,lower right in watercolor: 4.21.1918.,Match
42669831,Carolina Jessamine,Gelsemium sempervirens,220,SAAM-1970.355.558_2,0.92080826,Carolina Jessamine (Gelsemium sempervirens),1926,lower left in watercolor: M. V. W./Beaufort/1  3.11.26,Match
42669833,Mountain-laurel,Kalmia latifolia,221,SAAM-1970.355.663_1,0.6774091,Lambkill (Kalmia angustifolia),1918,lower left in watercolor: Washington/5.16.1918.,Not Match
42669835,Goldenclub,Orontium aquaticum,222,SAAM-1970.355.560_1,0.9358839,Goldenclub (Orontium aquaticum),1918,lower left in watercolor: Beaufort S.C./3.13.1918,Match
42669837,American Waterlily,Nymphaea odorata,223,SAAM-1970.355.561_2,0.9324292,American Waterlily (Castalia odorata),1920,lower right in watercolor: M. V. W./6.13.1920,Match
42669839,Smooth Yellow Violet,Viola eriocarpa,224,SAAM-1970.355.562_2,0.9141923,Smooth Yellow Violet (Viola eriocarpa),1919,"lower left in watercolor: Washington/4.22.1919.
back upper left in pencil: 224
back lower left in pencil: Viola eriocarpa",Match
42669841,Bogbean,Menyanthes trifoliata,225,SAAM-1970.355.563_2,0.8637227,Bogbean (Menyanthes trifoliata),1925,lower left in watercolor: M. V. W./Lake Louise/9.  7.7.1925.,Match
42669843,Yaupon,Ilex vomitoria,226,SAAM-1970.355.564_2,0.8924123,Yaupon (Ilex vomitoria),1926,lower left in watercolor: M. V. W/Beaufort/2  3.16.1926.,Match
42669845,Trumpetcreeper,Bignonia radicans,227,SAAM-1970.355.565_2,0.9239942,Trumpet Creeper (Bignonia radicans),1926,"lower left in watercolor: M. V. W./7.31.1926
back upper left in pencil: 227",Match
42669847,Highbush Blueberry,Vaccinium corymbosum,228,SAAM-1970.355.566_2,0.88490605,Highbush Blueberry (Vaccinium corymbosum),1922,lower left in watercolor: M. V. W./4  5.10.1922,Match
42669849,Box Huckleberry,Gaylussacia brachycera,229,SAAM-1970.355.567_2,0.8957181,Box Huckleberry (Gaylussacia brachycera),1919,"lower right in watercolor: 3.31.1919
back lower left: Gaylussacia brachycera 19",Match
42669851,Pineland Blueberry,Vaccinium tenellum,230,SAAM-1970.355.568_2,0.91543883,Pineland Blueberry (Vaccinium tenellum),1918,lower right in watercolor: Beaufort S. C./3.13.1918.,Match
42669853,Cucumbertree,Magnolia acuminata,231,SAAM-1970.355.569_2,0.9237766,Cucumbertree (Magnolia acuminata),1922,lower left in watercolor: M. V. W./8  5.13.1922,Match
42669855,Downy Pinxterbloom,Azalea rosea,232,SAAM-1970.355.570_1,0.92870826,Downy Pinxter Bloom (Azalea rosea),1923,lower left in watercolor: M. V. W./4.14.1923,Match
42669857,Spotted Beebalm,Monarda punctata,233,SAAM-1970.355.571_1,0.9247423,Spotted Bee Balm (Monarda punctata),1919,"lower right in watercolor: M. V. W./10.27.1919.
back lower left in pencil: 233",Match
42669859,Virginia Springbeauty,Claytonia virginica,234,SAAM-1970.355.573_1,0.8806553,Virginia Springbeauty (Claytonia virginica),1919,"lower right in watercolor: M. V. W. 
lower left in watercolor: Washington/4.24.1919",Match
42669861,Purple Butterwort,Pinguicula elatior,235,SAAM-1970.355.572_1,0.82403433,Purple Butterwort (Pinguicula elatior),1920,"lower right in watercolor: M. V. W./3.26.1920.
back lower left in pencil: 235",Match
42669863,Parrot Pitcherplant,Sarracenia psittacina,236,SAAM-1970.355.574_2,0.92155993,Parrot Pitcherplant (Sarracenia psittacina),1925,"lower left in watercolor: M. V. W./5.14.1925.
back upper left in pencil: Hybrid pitcherplant/traittacina minor/Waynesboro, Georgia",Match
42669865,Wood Skullcap,Scutellaria serrata,237,SAAM-1970.355.575_1,0.8604557,Wood Skullcap (Scutellaria serrata),1917,lower left in watercolor: M.V.W./5.25.1917,Match
42669867,Blue-eyed-grass,Sisyrinchium angustifolium,238,SAAM-1970.355.576_2,0.8709793,Blue-eyed-grass (Sisyrinchium angustifolium),1920,"lower right in watercolor: M. V. W./Ghost River/7.14.1920.
lower left in watercolor: 7",Match
42669869,Red Trillium,Trillium erectum,239,SAAM-1970.355.577_2,0.9509001,Red Trillium (Trillium erectum),1918,lower right in watercolor: Washington/4.20.1918,Match
42669871,Snow Trillium,Trillium grandiflorum,240,SAAM-1970.355.578_2,0.9443903,Large White Trillium (Trillium grandiflorum),1923,"lower right in watercolor: M. V. W./Wash'n 4.28.'23 
lower left in watercolor: 4",Match
